name,apparent magnitude,latitude,longitude,x,y,z,r,g,b
,6.33,-0.12976193121349214,-1.700186747223809,93.390479,717.740039,-94.451167,0.6931725,0.7625725,0.0
,5.93,0.26809040963467046,-1.6997932627439472,9.623274,74.186557,20.550039,0.873775,0.898325,0.0
,6.29,0.3920403071725589,-1.6985439560653697,12.895346,100.394413,41.848269,1.0,0.876,0.71700826446281
,6.38,0.69509336182269,-1.6984177687604505,17.148495,133.640116,112.360974,1.0,0.9018666666666667,0.7779980165289258
,4.2,0.103814609916283,-1.6982743026959364,11.740832,91.601407,9.621952,0.721955625,0.7862556249999999,0.0
,5.99,0.7236483097421338,-1.6981580637677536,12.266302,95.789455,85.325239,1.0,0.8850666666666667,0.7376780165289256
,5.53,-0.3641395435633476,-1.6967781191946643,9.776006,77.187625,-29.654019,0.8351,0.8733,0.0
,3.86,-0.6190773439412066,-1.6964053168664381,8.234768,65.213718,-46.834868,1.0,0.8826666666666667,0.7321322314049588
,5.46,0.057458560263558486,-1.6962759879688654,43.534515,345.12233,20.009402,0.70296,0.77056,0.0
,6.23,-0.11708330102164469,-1.6958133884506243,88.455652,703.859161,-83.440005,0.7018525,0.7696525,0.0
,5.86,-0.8015479916721246,-1.6947148782194195,14.449822,116.010373,-120.74519,1.0,0.8534666666666667,0.6689480165289258
,6.5,1.4999102679173375,-1.6938415154617212,0.882459,7.136166,101.267786,0.983,0.969,0.0
,5.18,-1.3324011759464605,-1.6934969874673775,0.906183,7.349405,-30.47144,1.0,0.8826666666666667,0.7321322314049588
,4.62,-0.1274358611061892,-1.6932705309969314,106.296082,863.562613,-111.483545,0.660300625,0.736400625,0.0
Mintaka,2.25,-0.005220140166374881,-1.6929401401695288,25.868117,210.729667,-1.108306,0.703515625,0.771015625,0.0
,4.32,0.3245306051862753,-1.6920421682693776,62.986531,516.946545,175.200013,1.0,0.31999999999999995,0.0
,5.5,0.2977204978266353,-1.6919408519062993,105.992768,870.643279,269.120913,0.81691,0.86731,0.0
,6.44,0.9986960904674442,-1.6905153542397329,2.760859,22.951651,35.899715,1.0,0.9550666666666666,0.92299
,6.15,0.00020827013964048332,-1.6902074781596812,40.245779,335.432037,0.07036,1.0,0.8262666666666667,0.6212944214876033
,5.34,-0.027782692085313854,-1.6899621721333136,56.860343,474.892638,-13.291453,0.6963900000000001,0.76519,0.0
,4.71,0.56185677677445,-1.689793311528183,10046.583496,84028.272688,53275.84395,0.949425,0.947275,0.0
Arneb,2.58,-0.3110576232919677,-1.6897831013520586,76.877195,643.047236,-208.208,0.919675,0.928025,0.0
,5.45,-0.672185129992101,-1.6892309664431904,4.883981,41.044979,-32.894725,1.0,0.8701333333333333,0.7040409917355372
,5.34,-1.1209816420306309,-1.6886392998267645,3.630588,30.666449,-63.957989,1.0,0.8948,0.76071826446281
,5.75,-0.6132978082962749,-1.6880696243589133,7.551743,64.099366,-45.427654,1.0,0.8886666666666667,0.7460971074380166
,6.5,0.5724885895393137,-1.686613234364587,10.322356,88.727578,57.569281,0.86995,0.89585,0.0
,5.36,-0.020177280243408403,-1.686319233652088,51.91112,447.357206,-9.088251,0.703515625,0.771015625,0.0
,5.67,0.3235880750303208,-1.6863058818833105,52.033993,448.4683,151.414627,0.8032524999999999,0.8554525,0.0
,3.76,-1.0906531952450655,-1.685877839884259,16.370231,141.620663,-273.743541,1.0,0.948,0.9022148760330579
,6.27,0.6060755311317673,-1.685826789003638,12.957983,112.150784,78.248076,0.90225,0.91675,0.0
,6.19,0.35734248096450333,-1.6857817595089368,37.71387,326.541742,122.731958,0.7943725,0.8477724999999999,0.0
,6.42,-0.9582257099314652,-1.6853819918437674,3.662322,31.822039,-45.580924,1.0,0.96,0.9377685950413224
,5.6,0.24967943750086538,-1.6846583783358904,15.060643,131.698816,33.802141,0.7372525,0.7990524999999999,0.0
,6.45,-0.12258756333695171,-1.6840630465280353,18.034789,158.542734,-19.659286,1.0,0.8845333333333333,0.7364409917355372
,6.24,-0.01807682884851079,-1.6839598975692422,35.063243,308.522237,-5.613619,0.712,0.778,0.0
,5.92,-0.02566075568732419,-1.6839483783961793,23.663317,208.235188,-5.379045,1.0,0.8286666666666667,0.6262035123966943
,5.32,0.0657447203269118,-1.683022917560309,9.454252,83.888521,5.558153,0.851675,0.884025,0.0
,6.25,-0.00021546089615869998,-1.6821129028883193,32.672617,292.29721,-0.063369,1.0,0.9004,0.7743734710743801
,5.79,-1.2870280782751664,-1.6809861183232315,10.262661,92.759031,-320.002287,1.0,0.777221875,0.48406301652892547
,4.39,0.165624398178111,-1.6806620106811363,36.048184,326.789901,54.956117,0.7137306250000001,0.779430625,0.0
,6.32,-1.0677234609580921,-1.680065893475118,5.012052,45.685895,-83.518209,1.0,0.9206666666666666,0.8262293388429753
,5.67,-0.10488154714131964,-1.6798061884824211,89.418431,817.026643,-86.520168,0.67579,0.74859,0.0
,4.78,-0.1047551329435977,-1.6796844517670944,53.503643,489.42015,-51.764207,0.6662399999999999,0.7410399999999999,0.0
,3.39,0.17338376551333484,-1.6792773537190668,35.907504,329.702779,58.086365,0.712,0.778,0.0
,5.6,0.1787233385604237,-1.6789165941626796,36.491747,336.194507,61.090566,0.8933249999999999,0.910975,0.0
,5.76,-0.5773500994509887,-1.678754278542244,8.344159,76.990476,-50.444321,1.0,0.884,0.735206611570248
,4.98,-0.09402638459207832,-1.6787288840016275,10724.717134,98978.942834,-9388.789872,0.83,0.87,0.0
,5.13,-0.0940679408815683,-1.6786820219112113,10720.04586,98979.05637,-9392.92691,0.8384999999999999,0.8755,0.0
,6.24,-0.07721895116183551,-1.678256597906038,43.646531,404.599897,-31.48665,0.71899,0.78379,0.0
,4.98,-0.09452807948556408,-1.6782139246058267,50.584197,469.098632,-44.733371,0.7507056249999999,0.8104056249999999,0.0
,4.58,-0.0844452774902078,-1.6781948132505171,28.945888,268.481412,-22.857731,0.6991056250000001,0.767405625,0.0
Hatsya,2.75,-0.10314723091690539,-1.6779898243298705,76.014147,706.411475,-73.54604,0.6848125,0.7558125,0.0
,5.37,0.4195699788762111,-1.6779065721245505,16.547968,153.903632,69.045457,0.75399,0.8131900000000001,0.0
,6.4,-0.056772768040572345,-1.677268305217096,50.52372,472.731279,-27.020144,0.7347525,0.7969525,0.0
,6.04,-1.3756831597343548,-1.6772512882568893,5.392635,50.466007,-256.813129,0.8062524999999999,0.8580524999999999,0.0
,5.24,-0.08475435784744348,-1.677008076625624,11.646256,109.238698,-9.333282,0.944325,0.943975,0.0
,6.27,0.48279903397917584,-1.6758433311493053,22.006872,208.724224,110.01419,1.0,0.8294666666666667,0.6273935950413223
,6.1,-0.8257806491522971,-1.6753089985988072,10.965752,104.540266,-113.965604,1.0,0.8788,0.72331
,6.26,-0.50104938346192,-1.6747675974648386,4.806069,46.058381,-25.361557,0.8941749999999999,0.911525,0.0
Alnilam,1.69,-0.02097746134557025,-1.6745843378933793,62.775122,602.66691,-12.712683,0.69856,0.76696,0.0
,6.1,0.8327889140439252,-1.6743557870278305,7.252531,69.782212,77.144072,0.955375,0.951125,0.0
,5.74,0.9499592895419517,-1.6729546367043295,13.575297,132.421847,186.130899,1.0,0.8042468749999999,0.5393770661157025
,5.71,-0.10584989071691114,-1.672920340984528,47.818914,466.614462,-49.836032,0.68379,0.75499,0.0
,6.08,0.7013147450210565,-1.6717042828282007,7696.236492,76010.8185,64522.270439,1.0,0.8957333333333333,0.7629738842975207
,4.09,0.16215283357613913,-1.6715608167636866,3.576264,35.37109,5.815826,1.0,0.9065333333333333,0.7896637190082645
,6.28,-1.1616961592223791,-1.6715176198647,9.367153,92.685744,-214.866437,0.78139,0.83659,0.0
,5.53,0.2974097594066102,-1.6708811855529604,4.641984,46.22556,14.239412,0.9307249999999999,0.935175,0.0
,5.97,0.19259717022403686,-1.6708340616631565,24.691187,245.994845,48.213589,1.0,0.8210666666666666,0.6037685950413223
,6.1,-0.20552150786798007,-1.6705149282094292,6.129467,61.263841,-12.835125,0.851675,0.884025,0.0
,5.65,-1.4044511250890044,-1.6705000056443247,0.301659,3.017555,-18.062272,1.0,0.9533333333333334,0.9178512396694215
,5.83,0.4699207032143152,-1.6705096922216733,13.739553,137.333765,70.09535,0.765390625,0.822890625,0.0
,6.15,1.119710571096281,-1.6700570410801685,4.805436,48.253246,100.108275,0.83255,0.87165,0.0
,6.26,1.1640768755885618,-1.6699863552454628,3.04631,30.610679,71.41695,0.928175,0.9335249999999999,0.0
,6.15,-0.4864470339152318,-1.6699525831244366,3.44531,34.632407,-18.405163,0.96685,0.95855,0.0
,6.11,0.15623969297696738,-1.6697483796019534,33.650876,338.961487,53.65689,0.7063125,0.7733125,0.0
,6.03,-0.10364447522079859,-1.669163257970222,39.869974,404.010712,-42.228199,0.6848125,0.7558125,0.0
,2.97,0.36900709231423456,-1.6683393752968185,12.391949,126.637551,49.207351,0.71899,0.78379,0.0
,5.28,-0.5007295518764919,-1.6679079299057251,3.470279,35.6225,-19.586704,1.0,0.9685333333333334,0.9638657851239669
,6.36,0.5857179583766279,-1.6678217979071395,12.438519,127.796223,85.177,1.0,0.8592,0.6807285950413223
,6.16,-0.08402074360295271,-1.6672704483964342,47.517228,491.009518,-41.545528,0.798050625,0.850950625,0.0
,5.87,0.13162260927575076,-1.6667081033114417,22.712071,236.075236,31.397834,0.775050625,0.8311506249999999,0.0
,6.43,-0.8838520992359857,-1.665522675683487,9.242445,97.278014,-119.135208,0.784955625,0.839655625,0.0
,5.96,-0.11473722944111392,-1.664028062978542,38.059481,407.041473,-47.113446,0.6817599999999999,0.7533599999999999,0.0
,5.4,0.5321929862746292,-1.6640196853981322,13.926047,148.950481,88.094492,1.0,0.9733333333333333,0.9788429752066116
,5.81,-0.7104765193168429,-1.6636241065231678,9.469986,101.72341,-87.89694,0.7633525,0.8211525,0.0
,3.77,-0.04537976482903645,-1.6635337857343773,30.430713,327.196967,-14.922443,0.6953125,0.7643125000000001,0.0
,4.77,-0.12588761443333008,-1.662929029148561,4.071114,44.062353,-5.600145,0.889075,0.908225,0.0
,6.45,0.464572927119742,-1.6626172260776924,8.656161,94.007164,47.311671,1.0,0.9026666666666666,0.7799834710743803
,6.44,0.721843080790211,-1.6617933434042884,5.320389,58.306043,51.542045,1.0,0.9,0.7733884297520661
,4.5,0.07193316916229313,-1.6616155816199727,38.330467,420.891434,30.453889,0.7500525,0.8098525000000001,0.0
,6.4,-0.311530939131816,-1.661246182683788,40.748278,449.27709,-145.268406,0.7520156250000001,0.8115156250000001,0.0
,5.98,0.5099016585214501,-1.6610943390388646,25.553405,282.219831,158.471313,0.8912,0.9096,0.0
,6.42,0.379834765927757,-1.6604547631344713,14.614525,162.565227,65.161204,0.85805,0.88815,0.0
,6.49,-0.16941261786627215,-1.6601832771693235,14.689503,163.898134,-28.147512,0.7442306249999999,0.8049306249999999,0.0
,5.99,-0.06221582165901194,-1.6601607624219727,3.791964,42.319584,-2.646912,0.95495,0.95085,0.0
Phakt,2.65,-0.59470537428014,-1.6595942285467755,5.885917,66.110037,-44.89318,0.7360000000000001,0.798,0.0
,6.19,1.3097626323918896,-1.6592468207591662,4.913306,55.403098,208.216253,1.0,0.8198875,0.5951776859504132
,5.18,0.45198950463859083,-1.659212001440589,10.410662,117.439977,57.242014,0.7178125,0.7828124999999999,0.0
,5.44,-0.569487251544414,-1.6588015000005196,9.575731,108.527537,-69.754201,1.0,0.9116,0.8025585950413224
,6.04,0.5473037851390083,-1.6554515150342417,13.75302,162.07094,99.121257,0.845725,0.880175,0.0
,6.22,-0.049309670345874516,-1.6553504604705513,35.293267,416.408704,-20.623315,0.6931725,0.7625725,0.0
,6.23,0.5571196913851496,-1.6550048852786565,42.494144,503.436926,314.728388,1.0,0.31999999999999995,0.0
Alnitak,1.74,-0.03390427735705129,-1.6547519870700427,18.918488,224.809409,-7.651875,0.6905256249999999,0.7604256249999999,0.0
,6.46,-0.18166545753380306,-1.6547035541832995,20.055919,238.463409,-43.958151,0.731655625,0.794355625,0.0
,4.95,-0.01970104970370923,-1.6543747341522237,22.99311,274.46745,-5.426942,0.691580625,0.7612806249999999,0.0
,5.93,0.005894901908488408,-1.6532924554830621,3.95019,47.774621,0.282592,0.962175,0.955525,0.0
,4.84,0.28857532161203536,-1.6524109769443425,15.234526,186.249582,55.475059,0.7328906249999999,0.7953906249999999,0.0
,6.21,0.9334205495500535,-1.6522206487894127,0.594246,7.282002,9.866951,1.0,0.9213333333333333,0.8280000000000001
,6.4,0.5146525320118414,-1.6521740484983842,13.176567,161.561214,91.663454,0.7613256249999999,0.8194256249999999,0.0
,6.35,-0.5829529030558633,-1.65174155590974,10.369062,127.820045,-84.561039,0.79,0.8440000000000001,0.0
,6.41,-0.050552711292437394,-1.6507660913908004,6.439285,80.349848,-4.078401,0.966,0.958,0.0
,6.22,-0.29192080362884315,-1.6506807447903777,43.177057,539.344085,-162.594574,0.72616,0.78976,0.0
,6.35,0.39549728082198404,-1.6490463312123476,7.191993,91.722795,38.411407,1.0,0.8741333333333333,0.7128476033057852
,6.18,-0.5329440014517624,-1.6484939345040917,15.159868,194.720527,-115.20904,0.8397749999999999,0.876325,0.0
,5.88,-0.3904949926528431,-1.6483211469081442,21.834451,281.080466,-116.050746,0.864,0.892,0.0
,6.15,-0.3059627803125935,-1.648283447796301,18.136268,233.586756,-74.007865,1.0,0.8498666666666667,0.6617071074380165
,5.29,-0.6050674638624004,-1.6482310879187412,8.360558,107.753065,-74.746219,0.7958399999999999,0.84904,0.0
,5.62,1.1466402858695601,-1.647412703032481,2.63384,34.309648,76.202684,1.0,0.8668,0.6968157851239669
,4.9,0.02573713129539146,-1.6472540526034747,6.872956,89.717105,2.316338,1.0,0.8808,0.7278558677685951
,5.97,-0.11861550811867798,-1.6454154355029613,3.697592,49.460941,-5.910953,1.0,0.9737333333333333,0.9801007438016529
,6.05,0.987533854689607,-1.644851519621642,2.411136,32.499294,49.38856,1.0,0.9065333333333333,0.7896637190082645
,6.31,-0.02815648925121348,-1.6442951959225685,11.839303,160.791355,-4.540777,1.0,0.8377333333333333,0.63819
,6.23,0.4049926922575816,-1.643554565454485,16.957747,232.658396,100.00311,0.7681256249999999,0.825225625,0.0
,5.73,-0.3238890396065347,-1.64339696222303,5.162575,70.984287,-23.893156,0.8092725,0.8606725,0.0
,6.25,-0.6877802926304937,-1.6427783302696604,2.932398,40.667927,-33.499973,0.9902249999999999,0.973675,0.0
,6.38,-0.7999343824187783,-1.6419816747325877,4.213983,59.09778,-60.995841,0.955375,0.951125,0.0
,6.17,1.0729679659208249,-1.6399946173791922,3.664528,52.871883,97.51625,1.0,0.9130666666666667,0.8063358677685951
,3.59,-0.3917981776454297,-1.6385874456697718,0.558889,8.231515,-3.40875,1.0,0.9692,0.9659331404958678
,6.34,-0.3512749659929927,-1.6385445105701726,1.623586,23.928324,-8.789271,1.0,0.956,0.9257685950413224
,4.34,-1.1473013642303378,-1.6372349900324012,1.251539,18.809293,-41.819199,0.922225,0.929675,0.0
,6.47,0.22494382849014583,-1.6361524495638515,6.912514,105.616197,24.218407,0.92945,0.93435,0.0
,6.09,0.06995473373540245,-1.6361157976495597,3.832465,58.589102,4.114057,0.966,0.958,0.0
,6.5,0.5467213338610327,-1.6340939209775873,12.479168,196.887567,120.066839,1.0,0.8866666666666667,0.741404958677686
,5.46,0.8696322036882873,-1.6323160413350435,5.02687,81.607971,96.843007,0.84275,0.87825,0.0
,5.18,-0.5638536603315343,-1.6318906173298695,21.063228,344.337566,-218.142285,0.6545725,0.7319724999999999,0.0
,6.24,-0.07449909986869764,-1.6316743710355472,6.763807,110.967115,-8.297651,1.0,0.8933333333333333,0.7571900826446282
,5.31,-0.8132742131444514,-1.6298923026027985,5.839222,98.694143,-104.53833,1.0,0.8946666666666667,0.7603966942148761
,5.93,0.9794015453998169,-1.6296734383145983,1.994282,33.833156,50.466066,0.8996999999999999,0.9151,0.0
,5.95,0.020388814148750118,-1.6293440946847473,2.297818,39.202111,0.800767,1.0,0.9302666666666667,0.8521255371900827
,6.0,0.2761546685369252,-1.62857414268523,12.513036,216.330219,61.409507,0.775050625,0.8311506249999999,0.0
,5.78,0.1661962378542344,-1.6280913846141283,5.157504,89.917839,15.107925,1.0,0.9149333333333334,0.8111722314049588
,3.55,-0.2586918290659735,-1.6277128226993707,1.188275,20.854933,-5.52761,0.8742,0.8986,0.0
,6.47,0.8992088324452634,-1.6275162113591337,5.494394,96.764598,121.936863,1.0,0.9136,0.8077143801652893
,6.22,-0.49984332604220677,-1.6271866059298943,11.397511,201.903928,-110.435089,0.72859,0.79179,0.0
,6.18,-0.2834079427489483,-1.6269520336784262,12.055288,214.450714,-62.556885,1.0,0.9144,0.8097871074380166
,5.72,0.2528689219891299,-1.6265629997881568,5.621401,100.697456,26.06075,0.862725,0.8911749999999999,0.0
,6.19,-0.948773687381072,-1.6265501716181547,12.39305,222.051425,-310.191427,1.0,0.8458666666666667,0.6538029752066116
,6.3,0.7422317727659135,-1.6264517350483423,7.386415,132.58023,121.789885,1.0,0.8528,0.6675980165289256
,3.85,-0.8912788068157795,-1.6262771148566801,0.677437,12.19782,-15.122127,0.902675,0.917025,0.0
,6.29,-0.6226300663533961,-1.6261606141291094,7.309298,131.887027,-94.825274,1.0,0.8745333333333334,0.7137364462809916
,5.47,0.30943188400031996,-1.6256145006061604,28.518323,519.71371,166.403062,0.9579249999999999,0.952775,0.0
,6.04,-0.1838347970742769,-1.625563973324315,11.028253,201.163035,-37.459231,0.887375,0.907125,0.0
,6.49,1.1100092980754106,-1.6251744158352701,3.522989,64.72244,130.568929,1.0,0.8986666666666667,0.7701157024793389
,6.48,0.4462566565511501,-1.624998486646669,12.217553,225.185916,107.897883,1.0,0.8742666666666666,0.7131437190082645
,5.28,0.2425937672569113,-1.6243992278479968,10.098737,188.218531,46.644976,0.71431,0.7799099999999999,0.0
Saiph,2.07,-0.1687664446173063,-1.6242188480698032,10.444137,195.314937,-33.326707,0.70744,0.7742399999999999,0.0
,5.26,0.11264627263734714,-1.6231391873945196,8.578792,163.746456,18.54925,0.92945,0.93435,0.0
,6.03,0.36424115663239875,-1.6215296447583305,7.937111,156.313658,59.671774,0.782100625,0.8372006249999999,0.0
,5.97,-0.07146508931020078,-1.6206151794967476,0.753864,15.119563,-1.083709,1.0,0.9481333333333333,0.9026025619834711
,4.88,0.4287843748489451,-1.618722631722348,4.857404,101.274086,46.350723,1.0,0.8972,0.7665347933884299
,6.18,1.0962097127181774,-1.6184535019516904,2.671184,56.006361,109.13884,0.8844,0.9052,0.0
,4.51,0.6838386934076672,-1.6180335757336606,2.321024,49.098662,40.061577,1.0,0.9068,0.7903364462809919
,4.89,0.2208072585365791,-1.6163981149580793,3.392778,74.348536,16.706174,0.77019,0.82699,0.0
,6.38,-0.7832233784297082,-1.6163111975613302,3224.260444,70790.903437,-70556.730275,1.0,0.8650666666666667,0.6930995041322314
,5.49,-0.2527876420058645,-1.6161355301721165,3.599933,79.34572,-20.517151,1.0,0.9173333333333333,0.8174380165289257
,4.5,-0.9802931992080759,-1.6151841511968545,1.339002,30.14806,-45.022342,1.0,0.89,0.7492458677685951
,5.87,-0.4009348017466948,-1.614902193256195,6.915695,156.695668,-66.487255,0.853375,0.8851249999999999,0.0
,5.1,-1.1676459866424276,-1.6148993134629288,3.045311,69.002956,-161.941932,0.7310399999999999,0.7938399999999999,0.0
,5.79,0.17228525528212962,-1.6142343430179193,4.70127,108.161505,18.838991,1.0,0.9165333333333333,0.8153434710743802
,5.96,0.0772029988524723,-1.6134795753828945,7.583444,177.560517,13.748026,1.0,0.8518666666666667,0.6657149586776859
,5.46,-1.3851170657671121,-1.6132080894177467,0.684233,16.123107,-85.91016,0.76471,0.8223099999999999,0.0
,6.32,-0.920973227843973,-1.6123334176631097,5.391571,129.726133,-170.856432,1.0,0.9338666666666666,0.862057520661157
,5.54,0.24967996109964097,-1.6123273962771902,3.906011,93.996147,23.989801,1.0,0.8992,0.7714228099173555
,5.97,0.035337681365129194,-1.6122459766675845,13.105055,315.986557,11.180485,1.0,0.9062666666666667,0.7889916528925621
,5.16,-0.9094714033535752,-1.6105592032119946,1.919378,48.245124,-62.042435,1.0,0.9053333333333333,0.7866446280991736
,6.29,0.899099086141898,-1.610334317537875,2.157557,54.546564,68.663918,1.0,0.8937333333333334,0.7581503305785124
,3.12,-0.6242747599207205,-1.6102419023539822,0.855327,21.672805,-15.624858,1.0,0.8805333333333334,0.7272476033057852
,5.6,0.4881312591901138,-1.6102036796433636,3.725485,94.488848,50.211629,1.0,0.9029333333333334,0.7806466115702481
,4.72,0.6511050781930986,-1.6098895203780046,4.981894,127.37315,97.126124,1.0,0.8186218749999999,0.584625
,3.76,-0.36440884786693034,-1.608663775644329,1.233354,32.555386,-12.426988,1.0,0.9021333333333333,0.778659173553719
,5.36,-0.13121390552481127,-1.6084674261034795,12.005968,318.553359,-42.070025,0.6926406249999999,0.7621406249999999,0.0
,6.35,-1.1175965584930951,-1.6083865300926494,5.693779,151.396337,-311.090348,1.0,0.9178666666666666,0.8188376859504132
,6.28,0.5606816814956672,-1.6081935839438415,5.820642,155.570731,97.751142,1.0,0.7478,0.4331900826446281
,6.16,-0.4001507125802363,-1.6079854534305413,4.318203,116.061431,-49.124571,1.0,0.8973333333333333,0.7668595041322315
,3.97,0.6832698731511497,-1.6079283811640015,2.033173,54.730173,44.585685,1.0,0.8824000000000001,0.7315193388429752
,6.47,-0.5139894465224236,-1.6057329314979174,6.555229,187.55572,-105.960144,1.0,0.8369333333333333,0.6366875206611571
,5.95,-0.1578109256360753,-1.6051407412827157,3.354225,97.625627,-15.54474,0.8724999999999999,0.8975,0.0
,6.14,1.0291174760356783,-1.6044480201025995,2.573709,76.451612,127.128369,0.79291,0.84651,0.0
,5.93,-0.9975637208487503,-1.604234391802155,2.404707,71.889643,-111.426081,1.0,0.9458666666666666,0.8960343801652894
,5.6,0.24734434404132963,-1.604081762759068,4.195905,126.011524,31.837438,0.780680625,0.835980625,0.0
,5.96,0.3467593803390629,-1.6040008667482386,10.729338,323.01047,116.787567,1.0,0.9601333333333333,0.9381711570247934
,4.76,0.03237819636569249,-1.6037801698643235,12.726124,385.688226,12.499052,1.0,0.8490666666666666,0.6601143801652893
,5.62,-0.6567859503754149,-1.6032900814103637,2.539872,78.138512,-60.274087,1.0,0.8938666666666667,0.7584707438016529
,6.4,0.6907089027554626,-1.6028183189135496,4.656255,145.358216,120.204345,0.8716499999999999,0.89695,0.0
,6.04,0.5919713858200609,-1.6027874265857895,6.274942,196.080552,131.91492,1.0,0.8228,0.6106580578512397
,6.22,1.1950538343642907,-1.6016677106041723,1.604353,51.953052,131.761419,1.0,0.906,0.7883202479338843
,4.88,-0.5899450411052031,-1.6008391155417878,2.560109,85.189583,-57.058132,0.7154725,0.7808725,0.0
,4.56,0.4819248858233145,-1.5999110367120402,3.345638,114.880414,60.114815,0.81384,0.86464,0.0
,4.65,-1.1011217150051125,-1.5965422021898403,0.305734,11.875322,-23.404792,1.0,0.8970666666666667,0.7662102479338844
,6.13,0.18476758829300527,-1.5960055134448525,10.679908,423.563342,79.188856,1.0,0.8461333333333333,0.6543252892561984
,6.34,-0.5087147124570464,-1.595956295159946,1.18447,47.067285,-26.25644,0.98725,0.97175,0.0
,6.3,0.056298055937322414,-1.5958303696544145,3.510066,140.18291,7.902851,1.0,0.8622666666666667,0.6871552892561985
,4.39,0.3538859960072687,-1.595304414684326,0.199145,8.12391,3.002187,1.0,0.9541333333333333,0.9202195041322315
,6.11,-0.8661547224201511,-1.5939859929673696,5.161522,222.538437,-261.802049,0.71899,0.78379,0.0
,5.62,-0.20549841716197617,-1.5938035187940738,4.57745,198.923551,-41.474768,1.0,0.8302666666666667,0.6283605371900827
,5.99,0.016905520934204877,-1.593773935463252,6.158769,267.987628,4.532098,1.0,0.8562666666666666,0.6746631404958677
,5.29,-0.9186624468209175,-1.5933330652941988,0.474544,21.052513,-27.577916,0.955375,0.951125,0.0
,4.96,0.9722696413839776,-1.5932830616111289,0.925394,41.145542,60.348077,0.8521,0.8843,0.0
,5.55,-0.6973961666910637,-1.5931592305007,2.661559,118.995401,-99.724874,1.0,0.8313333333333334,0.6293026859504133
,5.92,0.34469579029796743,-1.592853972414526,11.596881,525.670066,188.776762,0.720765625,0.785265625,0.0
,5.2,1.045249187792719,-1.5927709820085936,1.583833,72.06398,124.288743,0.8342499999999999,0.87275,0.0
,5.9,0.5532954830078123,-1.5926861590069468,1.582202,72.2678,44.646806,0.8912,0.9096,0.0
Betelgeuse,0.45,0.12927763725264874,-1.591863585330482,3.189296,151.364387,19.682142,1.0,0.8333333333333333,0.63
,4.97,-0.6478778771396985,-1.590437825864528,1.597973,81.348628,-61.581503,1.0,0.8864,0.7407821487603305
,5.87,-0.08057392776977414,-1.5904187145092183,1.896957,96.660142,-7.806688,1.0,0.8769333333333333,0.7191007438016529
,6.28,-0.0835766096681977,-1.5900409379926244,1.956751,101.665673,-8.518289,0.8538,0.8854,0.0
,5.95,-0.3986327648231919,-1.5872121956074545,1.341115,81.690756,-34.411355,1.0,0.8857333333333334,0.7392280165289257
,5.52,-0.5477269053095692,-1.586726557743087,6.93838,435.511442,-265.687862,0.99235,0.97505,0.0
,3.71,-0.24727301243480063,-1.586482822513046,0.226289,14.424355,-3.64172,0.973225,0.962675,0.0
,5.97,0.1659702700759787,-1.5862108129491228,1.824978,118.384412,19.833069,0.7914525,0.8452525,0.0
,6.35,0.5051378346880092,-1.5857940283237464,1312.399832,87500.936647,48392.806558,0.9468749999999999,0.9456249999999999,0.0
,6.37,-0.40518359637116474,-1.585745333637616,1.884494,126.053084,-54.072338,1.0,0.8909333333333334,0.7514598347107438
,6.44,-0.5580907925809593,-1.5846858315151928,2.838942,204.382399,-127.606823,1.0,0.8906666666666667,0.7508264462809918
,5.89,0.20108039541323286,-1.5846536301904934,1.284536,92.692474,18.895791,1.0,0.8852,0.7379876859504133
,6.03,0.4232369156346512,-1.5841685159249015,1219.197582,91168.275374,41071.390583,0.97705,0.96515,0.0
,6.48,-0.9324542480096869,-1.5828411930287598,1.485892,123.358873,-166.270632,1.0,0.836,0.6349421487603306
,4.36,-0.6158094069030648,-1.5815439770622148,2.339512,217.669281,-154.031992,0.7091406250000001,0.775640625,0.0
,6.24,1.1535945502741314,-1.5813426533329975,0.639534,60.655805,136.860056,1.0,0.8508,0.6635728099173555
,6.22,0.021368240565091776,-1.5799234388517382,1.35788,148.769663,3.179562,1.0,0.8385333333333334,0.6396984297520661
,4.81,0.4529812181728665,-1.5795480185296344,3.747114,428.148631,208.403863,0.75664,0.8154399999999999,0.0
,6.21,-0.017348886924088994,-1.5786712523798947,0.815096,103.501458,-1.795871,1.0,0.8813333333333333,0.7290743801652892
,5.89,0.032063583314727986,-1.5777455297446372,0.776036,111.672077,3.581922,0.924775,0.931325,0.0
,5.81,-0.7685480915735793,-1.5767923181736607,1.561862,260.473855,-251.845036,1.0,0.8918666666666667,0.7536819008264463
,5.21,0.009651304244385723,-1.5759179082184114,0.699649,136.604159,1.318467,0.8338249999999999,0.872475,0.0
,5.7,0.22354637826465898,-1.5756513964416317,1.151913,237.252145,53.938989,1.0,0.9168,0.8160409917355372
,6.15,-0.16375068250633995,-1.5750811973750052,0.381887,89.125068,-14.726287,0.971525,0.961575,0.0
,5.04,-0.166822933228748,-1.574846101524762,0.350612,86.576934,-14.578629,0.9103249999999999,0.921975,0.0
,3.96,-0.7472650754358624,-1.574519637688176,0.395224,106.157169,-98.3554,1.0,0.8805333333333334,0.7272476033057852
,5.9,0.8713476005436098,-1.5735755890957723,0.588621,211.774164,251.709605,1.0,0.8741333333333333,0.7128476033057852
,3.72,0.947445980512495,-1.572861662165244,0.046526,22.55637,31.372845,1.0,0.8986666666666667,0.7701157024793389
